"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Type/SEQ"
"220","194.587","0.0104167","0.00874933","04/25/23 08:54:19 +587289000 ns","194.5873","01 13 05 03 08 31 0C 03 E4","<= Static status reply","13"
"221","194.63","0.00218667","0.0318943","04/25/23 08:54:19 +629600000 ns","194.6296","01 06","ACK =>",""
"222","194.68","0.00562467","0.0481243","04/25/23 08:54:19 +679911000 ns","194.6799","01 22 02 6F B0","=> Event 1 Status query","22"
"223","194.692","0.00218767","0.00695333","04/25/23 08:54:19 +692489000 ns","194.6925","01 06","ACK <=",""
"224","194.701","0.00697867","0.00635433","04/25/23 08:54:19 +701031000 ns","194.701","01 24 03 18 00 C0","<= Event 1 Status reply","24"
"225","194.742","0.00218767","0.0335673","04/25/23 08:54:19 +741577000 ns","194.7416","01 06","ACK =>",""
"226","195.17","0.00562467","0.426346","04/25/23 08:54:20 +170111000 ns","195.1701","01 13 02 00 EE","=> Static status query","13"
"227","195.188","0.00229167","0.0121293","04/25/23 08:54:20 +187865000 ns","195.1879","01 06","ACK <=",""
"228","195.198","0.0105207","0.00781233","04/25/23 08:54:20 +197969000 ns","195.198","01 15 05 03 08 31 0C 03 E2","<= Static status reply","15"
"229","195.238","0.00218767","0.0292243","04/25/23 08:54:20 +237714000 ns","195.2377","01 06","ACK =>",""
"230","195.314","0.00562567","0.0736443","04/25/23 08:54:20 +313546000 ns","195.3136","01 24 02 6F B6","=> Event 1 Status query","24"
"231","195.332","0.00218767","0.0126423","04/25/23 08:54:20 +331814000 ns","195.3318","01 06","ACK <=",""
"232","195.342","0.00708367","0.00802033","04/25/23 08:54:20 +342022000 ns","195.342","01 26 03 18 00 C2","<= Event 1 Status reply","26"
"233","195.382","0.00218667","0.0325583","04/25/23 08:54:20 +381664000 ns","195.3817","01 06","ACK =>",""
"234","195.709","0.00562467","0.325307","04/25/23 08:54:20 +709158000 ns","195.7092","01 15 02 00 E8","=> Static status query","15"
"235","195.722","0.00239567","0.00741533","04/25/23 08:54:20 +722198000 ns","195.7222","01 06","ACK <=",""
"236","195.732","0.0107297","0.00708333","04/25/23 08:54:20 +731677000 ns","195.7317","01 17 05 03 08 31 0C 03 E0","<= Static status reply","17"
"237","195.86","0.00562467","0.117374","04/25/23 08:54:20 +859781000 ns","195.8598","01 26 02 6F B4","=> Event 1 Status query","26"
"238","195.878","0.00218767","0.0128253","04/25/23 08:54:20 +878231000 ns","195.8782","01 06","ACK <=",""
"239","195.941","0.0106247","0.0602003","04/25/23 08:54:20 +940619000 ns","195.9406","01 17 05 03 08 31 0C 03 E0","<= Static status reply","17"
"240","196.068","0.00218767","0.116554","04/25/23 08:54:21 +67798000 ns","196.0678","01 06","ACK =>",""
"241","196.072","0.00687467","0.00177033","04/25/23 08:54:21 +71756000 ns","196.0718","01 28 03 18 00 CC","<= Event 1 Status reply","28"
"242","196.093","0.00218767","0.0140623","04/25/23 08:54:21 +92693000 ns","196.0927","01 06","ACK =>",""
"243","196.118","0.00218767","0.0231243","04/25/23 08:54:21 +118005000 ns","196.118","01 06","ACK =>",""
"244","196.269","0.00562567","0.149053","04/25/23 08:54:21 +269246000 ns","196.2692","01 17 02 00 EA","=> Static status query","17"
"245","196.282","0.00218767","0.00738833","04/25/23 08:54:21 +282260000 ns","196.2823","01 06","ACK <=",""
"246","196.291","0.0105207","0.00687533","04/25/23 08:54:21 +291323000 ns","196.2913","01 19 05 03 08 31 0C 03 EE","<= Static status reply","19"
"247","196.42","0.00562567","0.117816","04/25/23 08:54:21 +419660000 ns","196.4197","01 28 02 6F BA","=> Event 1 Status query","28"
"248","196.432","0.00218767","0.00696533","04/25/23 08:54:21 +432251000 ns","196.4323","01 06","ACK <=",""
"249","196.503","0.0106247","0.0686383","04/25/23 08:54:21 +503077000 ns","196.5031","01 19 05 03 08 31 0C 03 EE","<= Static status reply","19"
"250","196.524","0.00218767","0.0106443","04/25/23 08:54:21 +524346000 ns","196.5244","01 06","ACK =>",""
"251","196.532","0.00677067","0.00550133","04/25/23 08:54:21 +532035000 ns","196.532","01 2A 03 18 00 CE","<= Event 1 Status reply","2A"
"252","196.54","0.00218767","0.00147733","04/25/23 08:54:21 +540283000 ns","196.5403","01 06","ACK =>",""
"253","196.566","0.00218767","0.0231243","04/25/23 08:54:21 +565595000 ns","196.5656","01 06","ACK =>",""
"254","196.792","0.00562467","0.224163","04/25/23 08:54:21 +791946000 ns","196.7919","01 19 02 00 E4","=> Static status query","19"
"255","196.811","0.00218767","0.0130853","04/25/23 08:54:21 +810656000 ns","196.8107","01 06","ACK <=",""
"256","196.821","0.0105207","0.00843733","04/25/23 08:54:21 +821281000 ns","196.8213","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","1B"
"257","196.947","0.00562567","0.115655","04/25/23 08:54:21 +947457000 ns","196.9475","01 2A 02 6F B8","=> Event 1 Status query","2A"
"258","196.96","0.00249967","0.00652333","04/25/23 08:54:21 +959606000 ns","196.9596","01 06","ACK <=",""
"259","197.029","0.0106247","0.0673883","04/25/23 08:54:22 +29494000 ns","197.0295","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","1B"
"260","197.156","0.00218767","0.115564","04/25/23 08:54:22 +155683000 ns","197.1557","01 06","ACK =>",""
"261","197.16","0.00677067","0.00171833","04/25/23 08:54:22 +159589000 ns","197.1596","01 2C 03 18 00 C8","<= Event 1 Status reply","2C"
"262","197.18","0.00218767","0.0139063","04/25/23 08:54:22 +180266000 ns","197.1803","01 06","ACK =>",""
"263","197.205","0.00218767","0.0230203","04/25/23 08:54:22 +205474000 ns","197.2055","01 06","ACK =>",""
"264","197.332","0.00562467","0.123956","04/25/23 08:54:22 +331618000 ns","197.3316","01 1B 02 00 E6","=> Static status query","1B"
"265","197.345","0.00218767","0.00733033","04/25/23 08:54:22 +344573000 ns","197.3446","01 06","ACK <=",""
"266","197.354","0.0106247","0.00697933","04/25/23 08:54:22 +353740000 ns","197.3537","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","1D"
"267","197.397","0.00218767","0.0330853","04/25/23 08:54:22 +397450000 ns","197.3974","01 06","ACK =>",""
"268","197.473","0.00562467","0.0734363","04/25/23 08:54:22 +473074000 ns","197.4731","01 2C 02 6F BE","=> Event 1 Status query","2C"
"269","197.486","0.00239567","0.00742833","04/25/23 08:54:22 +486127000 ns","197.4861","01 06","ACK <=",""
"270","197.496","0.00697867","0.00738933","04/25/23 08:54:22 +495912000 ns","197.4959","01 2E 03 18 00 CA","<= Event 1 Status reply","2E"
"271","197.645","0.00218767","0.14195","04/25/23 08:54:22 +644841000 ns","197.6448","01 06","ACK =>",""
"272","197.872","0.00562467","0.224677","04/25/23 08:54:22 +871706000 ns","197.8717","01 1D 02 00 E0","=> Static status query","1D"
"273","197.888","0.00218667","0.0110553","04/25/23 08:54:22 +888386000 ns","197.8884","01 06","ACK <=",""
"274","197.898","0.0104097","0.00760433","04/25/23 08:54:22 +898177000 ns","197.8982","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","1F"
"275","197.941","0.00218767","0.0328053","04/25/23 08:54:22 +941392000 ns","197.9414","01 06","ACK =>",""
"276","198.017","0.00562567","0.0735403","04/25/23 08:54:23 +17120000 ns","198.0171","01 2E 02 6F BC","=> Event 1 Status query","2E"
"277","198.033","0.00218767","0.00999933","04/25/23 08:54:23 +32745000 ns","198.0327","01 06","ACK <=",""
"278","198.042","0.00687467","0.00739533","04/25/23 08:54:23 +42328000 ns","198.0423","01 20 03 18 00 C4","<= Event 1 Status reply","20"
"279","198.085","0.00218767","0.0360413","04/25/23 08:54:23 +85244000 ns","198.0853","01 06","ACK =>",""
"280","198.413","0.00562467","0.325307","04/25/23 08:54:23 +412739000 ns","198.4127","01 1F 02 00 E2","=> Static status query","1F"
"281","198.426","0.00218667","0.00737633","04/25/23 08:54:23 +425740000 ns","198.4257","01 06","ACK <=",""
"282","198.435","0.0104167","0.00676433","04/25/23 08:54:23 +434691000 ns","198.4347","01 11 05 03 08 31 0C 03 E6","<= Static status reply","11"
"283","198.564","0.00562467","0.11867","04/25/23 08:54:23 +563778000 ns","198.5638","01 20 02 6F B2","=> Event 1 Status query","20"
"284","198.579","0.00260367","0.00934233","04/25/23 08:54:23 +578745000 ns","198.5788","01 06","ACK <=",""
"285","198.651","0.0103117","0.0700973","04/25/23 08:54:23 +651446000 ns","198.6514","01 11 05 03 08 31 0C 03 E6","<= Static status reply","11"
"286","198.693","0.00218767","0.0315943","04/25/23 08:54:23 +693352000 ns","198.6934","01 06","ACK =>",""
"287","198.702","0.00677067","0.00621733","04/25/23 08:54:23 +701757000 ns","198.7018","01 22 03 18 00 C6","<= Event 1 Status reply","22"
"288","198.742","0.00218767","0.0330533","04/25/23 08:54:23 +741581000 ns","198.7416","01 06","ACK =>",""
"289","198.968","0.00562467","0.224579","04/25/23 08:54:23 +968348000 ns","198.9684","01 11 02 00 EC","=> Static status query","11"
"290","198.981","0.00218767","0.00723933","04/25/23 08:54:23 +981212000 ns","198.9812","01 06","ACK <=",""
"291","198.991","0.0104157","0.00760433","04/25/23 08:54:23 +991004000 ns","198.991","01 13 05 03 08 31 0C 03 E4","<= Static status reply","13"
"292","199.029","0.00218767","0.0278643","04/25/23 08:54:24 +29284000 ns","199.0293","01 06","ACK =>",""
"293","199.105","0.00562467","0.0736443","04/25/23 08:54:24 +105116000 ns","199.1051","01 22 02 6F B0","=> Event 1 Status query","22"
"294","199.124","0.00218667","0.0132753","04/25/23 08:54:24 +124016000 ns","199.124","01 06","ACK <=",""
"295","199.128","0.00718767","0.00177133","04/25/23 08:54:24 +127974000 ns","199.128","01 24 03 18 00 C0","<= Event 1 Status reply","24"
"296","199.173","0.00218767","0.0381823","04/25/23 08:54:24 +173344000 ns","199.1733","01 06","ACK =>",""
"297","199.5","0.00562467","0.324884","04/25/23 08:54:24 +500416000 ns","199.5004","01 13 02 00 EE","=> Static status query","13"
"298","199.513","0.00218767","0.00731733","04/25/23 08:54:24 +513358000 ns","199.5134","01 06","ACK <=",""
"299","199.523","0.0103117","0.00697933","04/25/23 08:54:24 +522525000 ns","199.5225","01 15 05 03 08 31 0C 03 E2","<= Static status reply","15"
"300","199.651","0.00562467","0.118618","04/25/23 08:54:24 +651455000 ns","199.6515","01 24 02 6F B6","=> Event 1 Status query","24"
"301","199.67","0.00218767","0.0133523","04/25/23 08:54:24 +670432000 ns","199.6704","01 06","ACK <=",""
"302","199.733","0.0106247","0.0607213","04/25/23 08:54:24 +733341000 ns","199.7333","01 15 05 03 08 31 0C 03 E2","<= Static status reply","15"
"303","199.86","0.00218767","0.115714","04/25/23 08:54:24 +859680000 ns","199.8597","01 06","ACK =>",""
"304","199.864","0.00677067","0.00167333","04/25/23 08:54:24 +863541000 ns","199.8635","01 26 03 18 00 C2","<= Event 1 Status reply","26"
"305","199.884","0.00218767","0.0140553","04/25/23 08:54:24 +884367000 ns","199.8844","01 06","ACK =>",""
"306","199.91","0.00218767","0.0231243","04/25/23 08:54:24 +909679000 ns","199.9097","01 06","ACK =>",""
"307","200.036","0.00562467","0.123852","04/25/23 08:54:25 +35719000 ns","200.0357","01 15 02 00 E8","=> Static status query","15"
"308","200.049","0.00218767","0.00738933","04/25/23 08:54:25 +48733000 ns","200.0487","01 06","ACK <=",""
"309","200.058","0.0105207","0.00697933","04/25/23 08:54:25 +57900000 ns","200.0579","01 17 05 03 08 31 0C 03 E0","<= Static status reply","17"
"310","200.102","0.00218767","0.0331303","04/25/23 08:54:25 +101551000 ns","200.1015","01 06","ACK =>",""
"311","200.177","0.00562467","0.0735403","04/25/23 08:54:25 +177279000 ns","200.1773","01 26 02 6F B4","=> Event 1 Status query","26"
"312","200.19","0.00260367","0.00686233","04/25/23 08:54:25 +189766000 ns","200.1898","01 06","ACK <=",""
"313","200.198","0.00677067","0.00593733","04/25/23 08:54:25 +198307000 ns","200.1983","01 28 03 18 00 CC","<= Event 1 Status reply","28"
"314","200.349","0.00218767","0.143546","04/25/23 08:54:25 +348624000 ns","200.3486","01 06","ACK =>",""
"315","200.576","0.00562567","0.224995","04/25/23 08:54:25 +575807000 ns","200.5758","01 17 02 00 EA","=> Static status query","17"
"316","200.588","0.00218767","0.00705033","04/25/23 08:54:25 +588483000 ns","200.5885","01 06","ACK <=",""
"317","200.598","0.0104157","0.00760433","04/25/23 08:54:25 +598275000 ns","200.5983","01 19 05 03 08 31 0C 03 EE","<= Static status reply","19"
"318","200.645","0.00218767","0.0363863","04/25/23 08:54:25 +645077000 ns","200.6451","01 06","ACK =>",""

